T,sv1,sv2,sv3,sv4,sv5,sv6,sv7,sv8,sv9,sv10,sv11,sv12,sv13,sv14,sv15,doo1,doo2,doo3,doo4,doo5,doo6,doo7,doo8,doo9,doo10,doo11,doo12,doo13,doo14,doo15
1606719273,64.4844,64.4844,64.1501,64.1501,6.55744,6.55744,6.55744,6.55744,6.55744,6.55744,6.55744,0.00630242,0.00629573,0.00400028,0.000567461,0.10169,0.10169,0.10169,0.10169,0.10169,0.10169,1,1,8.79998e-06,0.994816,0.994816,6.20349e-05,9.77356e-05,9.76319e-05,0.10169
1606719274,65.2298,65.2298,64.8916,64.8916,6.63325,6.63325,6.63325,6.63325,6.63325,6.63325,6.63325,0.00651067,0.00650438,0.00404652,0.000570051,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,1,1,8.73912e-06,0.994816,0.994816,6.20349e-05,9.98113e-05,9.97149e-05,0.101691
1606719275,65.9668,65.9668,65.6248,65.6248,6.7082,6.7082,6.7082,6.7082,6.7082,6.7082,6.7082,0.00672173,0.00671581,0.00409224,0.000572496,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,1,1,8.67855e-06,0.994816,0.994816,6.20349e-05,0.000101896,0.000101806,0.101691
1606719276,66.6956,66.6956,66.3499,66.3499,6.78233,6.78233,6.78233,6.78233,6.78233,6.78233,6.78233,0.00693551,0.00692993,0.00413746,0.000574807,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,1,1,8.61836e-06,0.994816,0.994816,6.20349e-05,0.000103987,0.000103904,0.101691
1606719277,67.4166,67.4166,67.0671,67.0671,6.85565,6.85565,6.85565,6.85565,6.85565,6.85565,6.85565,0.007152,0.00714673,0.00418218,0.000576994,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,1,1,8.55863e-06,0.994816,0.994816,6.20349e-05,0.000106087,0.000106008,0.101691
1606719278,68.13,68.13,67.7768,67.7768,6.9282,6.9282,6.9282,6.9282,6.9282,6.9282,6.9282,0.00737115,0.00736617,0.00422643,0.000579067,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,1,1,8.49945e-06,0.994816,0.994816,6.20349e-05,0.000108193,0.000108119,0.101691
1606719279,68.8359,68.8359,68.4791,68.4791,7,7,7,7,7,7,7,0.00759274,0.00758802,0.00427023,0.000581032,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,1,1,8.44083e-06,0.994816,0.994816,6.20349e-05,0.000110302,0.000110233,0.101691
1606719280,69.5347,69.5347,69.1742,69.1742,7.07107,7.07107,7.07107,7.07107,7.07107,7.07107,7.07107,0.00781696,0.00781249,0.00431358,0.0005829,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,1,1,8.38286e-06,0.994816,0.994816,6.20349e-05,0.000112418,0.000112354,0.101691
1606719281,70.2265,70.2265,69.8625,69.8625,7.14143,7.14143,7.14143,7.14143,7.14143,7.14143,7.14143,0.00804377,0.00803953,0.00435649,0.000584677,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,1,1,8.32559e-06,0.994816,0.994816,6.20349e-05,0.00011454,0.00011448,0.101691
1606719282,70.9116,70.9116,70.544,70.544,7.2111,7.2111,7.2111,7.2111,7.2111,7.2111,7.2111,0.00827312,0.00826909,0.00439899,0.00058637,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,1,1,8.26903e-06,0.994816,0.994816,6.20349e-05,0.000116668,0.000116611,0.101691
1606719283,71.5901,71.5901,71.219,71.219,7.28011,7.28011,7.28011,7.28011,7.28011,7.28011,7.28011,0.0085048,0.00850097,0.00444108,0.000587983,0.101692,0.101692,0.101692,0.101692,0.101692,0.101692,1,1,8.21318e-06,0.994816,0.994816,6.20349e-05,0.000118799,0.000118745,0.101692
1606719284,72.2623,72.2623,71.8877,71.8877,7.34847,7.34847,7.34847,7.34847,7.34847,7.34847,7.34847,0.00873879,0.00873514,0.00448278,0.000589521,0.101692,0.101692,0.101692,0.101692,0.101692,0.101692,1,1,8.15807e-06,0.994816,0.994816,6.20349e-05,0.000120932,0.000120881,0.101692
1606719285,72.9283,72.9283,72.5502,72.5502,7.4162,7.4162,7.4162,7.4162,7.4162,7.4162,7.4162,0.00897531,0.00897184,0.00452409,0.000590991,0.101692,0.101692,0.101692,0.101692,0.101692,0.101692,1,1,8.10373e-06,0.994816,0.994816,6.20349e-05,0.00012307,0.000123023,0.101692
1606719286,73.5882,73.5882,73.2067,73.2067,7.48331,7.48331,7.48331,7.48331,7.48331,7.48331,7.48331,0.00921407,0.00921076,0.00456503,0.000592396,0.101692,0.101692,0.101692,0.101692,0.101692,0.101692,1,1,8.05015e-06,0.994816,0.994816,6.20349e-05,0.000125211,0.000125166,0.101692
1606719287,74.2423,74.2423,73.8574,73.8574,7.54983,7.54983,7.54983,7.54983,7.54983,7.54983,7.54983,0.00945505,0.00945189,0.00460561,0.00059374,0.101692,0.101692,0.101692,0.101692,0.101692,0.101692,1,1,7.99733e-06,0.994816,0.994816,6.20349e-05,0.000127354,0.000127311,0.101692
1606719288,74.8906,74.8906,74.5024,74.5024,7.61577,7.61577,7.61577,7.61577,7.61577,7.61577,7.61577,0.00969844,0.00969542,0.00464583,0.000595028,0.101692,0.101692,0.101692,0.101692,0.101692,0.101692,1,1,7.9453e-06,0.994816,0.994816,6.20349e-05,0.000129501,0.000129461,0.101692
