T,sv1,sv2,sv3,sv4,sv5,sv6,sv7,sv8,sv9,sv10,sv11,sv12,sv13,sv14,sv15,doo1,doo2,doo3,doo4,doo5,doo6,doo7,doo8,doo9,doo10,doo11,doo12,doo13,doo14,doo15
1606719240,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610784,2.33895e-24,4.00896e-25,1.90482e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,2.37574e-25,0.994828,0.994828,6.20392e-05,1.93478e-29,4.07203e-26,0.101573
1606719241,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610784,1.2395e-23,1.64152e-25,1.90042e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.259e-24,0.994828,0.994828,6.20392e-05,1.93032e-30,1.66734e-26,0.101573
1606719242,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610784,9.54392e-24,1.66975e-25,2.20778e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,9.69405e-25,0.994828,0.994828,6.20392e-05,1.69601e-26,2.24251e-29,0.101573
1606719243,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,1.24735e-23,1.89279e-25,6.8814e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.26697e-24,0.994828,0.994828,6.20392e-05,1.92257e-26,6.98965e-30,0.101573
1606719244,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,4.13368e-24,2.94201e-24,3.16646e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,4.19871e-25,0.994828,0.994828,6.20392e-05,3.21627e-30,2.98829e-25,0.101573
1606719245,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610784,7.62753e-24,2.60105e-25,2.29578e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,7.74751e-25,0.994828,0.994828,6.20392e-05,2.33189e-30,2.64197e-26,0.101573
1606719246,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610784,1.12928e-23,9.62162e-26,3.09075e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.14705e-24,0.994828,0.994828,6.20392e-05,9.77297e-27,3.13936e-29,0.101573
1606719247,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610784,5.5746e-24,6.07612e-25,5.82319e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,5.66229e-25,0.994828,0.994828,6.20392e-05,6.1717e-26,5.91479e-30,0.101573
1606719248,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,8.00515e-24,6.97646e-26,2.2181e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,8.13107e-25,0.994828,0.994828,6.20392e-05,7.0862e-27,2.25299e-29,0.101573
1606719249,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,7.84935e-24,1.24106e-24,6.76026e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,7.97282e-25,0.994828,0.994828,6.20392e-05,6.8666e-30,1.26059e-25,0.101573
