T,sv1,sv2,sv3,sv4,sv5,sv6,sv7,sv8,sv9,sv10,sv11,sv12,sv13,sv14,sv15,doo1,doo2,doo3,doo4,doo5,doo6,doo7,doo8,doo9,doo10,doo11,doo12,doo13,doo14,doo15
1606719307,10.9148,10.9148,10.8689,10.8689,1,1,1,1,1,1,1,0.000455024,3.09623e-17,7.37446e-25,3.96888e-25,0.0916186,0.0916186,0.0916186,0.0916186,0.0916186,0.0916186,1,1,6.75638e-26,0.995794,0.995794,4.16887e-05,3.63623e-26,2.83673e-18,0.0916186
1606719308,10.9153,10.9153,10.8694,10.8694,1,1,1,1,1,1,1,0.000506748,5.06162e-18,2.51837e-23,1.31216e-25,0.0916146,0.0916146,0.0916146,0.0916146,0.0916146,0.0916146,1,1,2.3072e-24,0.995794,0.995794,4.64255e-05,1.20213e-26,4.63718e-19,0.0916146
1606719309,10.9157,10.9157,10.8698,10.8698,1,1,1,1,1,1,1,0.000575328,1.16664e-17,1.89689e-23,6.31783e-25,0.0916115,0.0916115,0.0916115,0.0916115,0.0916115,0.0916115,1,1,1.73777e-24,0.995795,0.995795,5.27067e-05,5.78786e-26,1.06878e-18,0.0916115
1606719310,10.9159,10.9159,10.87,10.87,1,1,1,1,1,1,1,0.000644247,1.28379e-17,3.8333e-24,4.21606e-25,0.0916095,0.0916095,0.0916095,0.0916095,0.0916095,0.0916095,1,1,3.51166e-25,0.995795,0.995795,5.90192e-05,3.86231e-26,1.17608e-18,0.0916095
1606719311,10.916,10.916,10.8701,10.8701,1,1,1,1,1,1,1,0.000700161,5.12445e-17,2.89927e-24,1.10672e-25,0.0916088,0.0916088,0.0916088,0.0916088,0.0916088,0.0916088,1,1,2.65599e-25,0.995795,0.995795,6.41409e-05,1.01385e-26,4.69444e-18,0.0916088
1606719312,10.9159,10.9159,10.87,10.87,1,1,1,1,1,1,1,0.000740268,5.82835e-17,4.24245e-24,3.25844e-25,0.0916094,0.0916094,0.0916094,0.0916094,0.0916094,0.0916094,1,1,3.88649e-25,0.995795,0.995795,6.78156e-05,2.98504e-26,5.33932e-18,0.0916094
1606719313,10.9157,10.9157,10.8698,10.8698,1,1,1,1,1,1,1,0.000766949,5.58065e-18,2.58163e-24,1.35797e-24,0.0916113,0.0916113,0.0916113,0.0916113,0.0916113,0.0916113,1,1,2.36507e-25,0.995795,0,7.02612e-05,1.24405e-25,5.11251e-19,0.0916113
1606719314,10.9153,10.9153,10.8694,10.8694,1,1,1,1,1,1,1,0.000782199,4.41614e-17,1.41653e-24,5.53596e-26,0.0916145,0.0916145,0.0916145,0.0916145,0.0916145,0.0916145,1,1,1.29775e-25,0.995795,0.995795,7.16608e-05,5.07174e-27,4.04583e-18,0.0916145
1606719315,10.9148,10.9148,10.8689,10.8689,1,1,1,1,1,1,1,0.000787744,4.09636e-17,1.96761e-24,5.49478e-25,0.0916185,0.0916185,0.0916185,0.0916185,0.0916185,0.0916185,1,1,5.03423e-26,0.995794,0.995794,7.21719e-05,1.80269e-25,3.75302e-18,0.0916185
1606719316,11.0432,11.0432,10.9978,10.9978,1,1,1,1,1,1,1,0.000799692,4.53117e-17,1.44736e-25,3.42737e-27,0.0905533,0.0905533,0.0905533,0.0905533,0.0905533,0.0905533,1,1,1.31064e-26,0.995892,0.995892,7.24148e-05,3.1036e-28,4.10312e-18,0.0905533
1606719317,11.678,11.678,11.6351,11.6351,1,1,1,1,1,1,1,0.00084834,3.16548e-18,9.7772e-25,4.78948e-25,0.0856311,0.0856311,0.0856311,0.0856311,0.0856311,0.0856311,1,1,8.37233e-26,0.996327,0.996327,7.26443e-05,4.10128e-26,2.71064e-19,0.0856311
1606719318,11.6774,11.6774,11.6346,11.6346,1,1,1,1,1,1,1,0.000842026,4.71669e-17,3.01504e-24,1.5988e-24,0.0856351,0.0856351,0.0856351,0.0856351,0.0856351,0.0856351,1,1,2.58194e-25,0.996327,0.996327,7.21071e-05,1.36913e-25,4.03914e-18,0.0856351
1606719319,11.6771,11.6771,11.6342,11.6342,1,1,1,1,1,1,1,0.000811922,7.56026e-17,4.94265e-24,1.60763e-24,0.0856376,0.0856376,0.0856376,0.0856376,0.0856376,0.0856376,1,1,4.23277e-25,0.996326,0.996326,6.95311e-05,1.37674e-25,6.47442e-18,0.0856376
1606719320,11.677,11.677,11.6341,11.6341,1,1,1,1,1,1,1,0.00074468,1.5913e-18,3.42485e-23,2.13244e-24,0.0856381,0.0856381,0.0856381,0.0856381,0.0856381,0.0856381,1,1,1.82618e-25,0.996326,0.996326,6.3773e-05,2.93298e-24,1.36276e-19,0.0856381
1606719321,11.6772,11.6772,11.6343,11.6343,1,1,1,1,1,1,1,0.000634071,2.37299e-18,7.78951e-23,3.68891e-25,0.0856366,0.0856366,0.0856366,0.0856366,0.0856366,0.0856366,1,1,3.15906e-26,0.996326,0.996326,5.42997e-05,6.67068e-24,2.03214e-19,0.0856366
1606719322,11.6777,11.6777,11.6348,11.6348,1,1,1,1,1,1,1,0.000504708,4.99383e-17,3.93118e-24,1.14018e-24,0.0856334,0.0856334,0.0856334,0.0856334,0.0856334,0.0856334,1,1,3.3664e-25,0.996326,0.996326,4.32199e-05,9.76373e-26,4.27639e-18,0.0856334
