,command_type,yaw,pitch,roll,x,y,z,duration,gps_visibility,timestamp,motion_stage_id,SOM_rank,singular_value_max,pE,pN,pU,vE,vN,vU,thetaE,thetaN,thetaU,gyro_bias_x,gyro_bias_y,gyro_bias_z,accel_bias_x,accel_bias_y,accel_bias_z
0,1,0,0,0,0,0,0,30,1,30,0,12,13.0340220353,10.1574,10.1574,10.1574,10.1574,10.1574,10.1574,100,100,1.2542e-23,99.4816,99.4816,0.00620349,7.44799e-25,3.4918e-28,10.1574
1,1,0,0,0,0,0,0,30,1,60,1,15,71.3104401497,10.1688,10.1688,10.1688,10.1688,10.1688,10.1688,100,100,0.000786684,99.4816,99.4816,0.00620349,0.007222,0.00719045,10.1688
